time,x
3.293,-0.0115
3.294,-0.01134
3.295,-0.01118
3.296,-0.01101
3.297,-0.01085
3.298,-0.01069
3.299,-0.01053
3.3,-0.01038
3.301,-0.01022
3.302,-0.01006
3.303,-0.0099
3.304,-0.00975
3.305,-0.00959
3.306,-0.00944
3.307,-0.00928
3.308,-0.00913
3.309,-0.00898
3.31,-0.00883
3.311,-0.00867
3.312,-0.00852
3.313,-0.00837
3.314,-0.00822
3.315,-0.00807
3.316,-0.00793
3.317,-0.00778
3.318,-0.00763
3.319,-0.00749
3.32,-0.00734
3.321,-0.00719
3.322,-0.00705
3.323,-0.00691
3.324,-0.00676
3.325,-0.00662
3.326,-0.00648
3.327,-0.00634
3.328,-0.00619
3.329,-0.00605
3.33,-0.00591
3.331,-0.00578
3.332,-0.00564
3.333,-0.0055
3.334,-0.00536
3.335,-0.00522
3.336,-0.00509
3.337,-0.00495
3.338,-0.00482
3.339,-0.00468
3.34,-0.00455
3.341,-0.00449
3.342,-0.00442
3.343,-0.00437
3.344,-0.00431
3.345,-0.00425
3.346,-0.0042
3.347,-0.00415
3.348,-0.00411
3.349,-0.00407
3.35,-0.00403
3.351,-0.004
3.352,-0.00397
3.353,-0.00394
3.354,-0.00392
3.355,-0.00391
3.356,-0.0039
3.357,-0.00389
3.358,-0.0039
3.359,-0.0039
3.36,-0.00391
3.361,-0.00385
3.362,-0.00379
3.363,-0.00373
3.364,-0.00368
3.365,-0.00363
3.366,-0.00358
3.367,-0.00354
3.368,-0.0035
3.369,-0.00346
3.37,-0.00342
3.371,-0.00339
3.372,-0.00335
3.373,-0.00332
3.374,-0.0033
3.375,-0.00327
3.376,-0.00324
3.377,-0.00322
3.378,-0.0032
3.379,-0.00318
3.38,-0.00317
3.381,-0.00315
3.382,-0.00314
3.383,-0.00313
3.384,-0.00312
3.385,-0.00312
3.386,-0.00312
3.387,-0.00311
3.388,-0.00311
3.389,-0.00312
3.39,-0.00312
3.391,-0.00313
3.392,-0.00314
3.393,-0.00315
3.394,-0.00316
3.395,-0.00317
3.396,-0.00319
3.397,-0.00321
3.398,-0.00323
3.399,-0.00325
3.4,-0.00328
3.401,-0.0033
3.402,-0.00333
3.403,-0.00336
3.404,-0.00339
3.405,-0.00343
3.406,-0.00346
3.407,-0.0035
3.408,-0.00354
3.409,-0.00358
3.41,-0.00362
3.411,-0.00367
3.412,-0.00372
3.413,-0.00377
3.414,-0.00382
3.415,-0.00387
3.416,-0.00392
3.417,-0.00398
3.418,-0.00403
3.419,-0.00409
3.42,-0.00415
3.421,-0.00414
3.422,-0.00412
3.423,-0.00411
3.424,-0.0041
3.425,-0.00408
3.426,-0.00407
3.427,-0.00405
3.428,-0.00404
3.429,-0.00402
3.43,-0.004
3.431,-0.00397
3.432,-0.00395
3.433,-0.00393
3.434,-0.0039
3.435,-0.00387
3.436,-0.00383
3.437,-0.0038
3.438,-0.00376
3.439,-0.00372
3.44,-0.00368
3.441,-0.00371
3.442,-0.00373
3.443,-0.00375
3.444,-0.00377
3.445,-0.00379
3.446,-0.0038
3.447,-0.00382
3.448,-0.00384
3.449,-0.00385
3.45,-0.00386
3.451,-0.00388
3.452,-0.00389
3.453,-0.0039
3.454,-0.00392
3.455,-0.00393
3.456,-0.00394
3.457,-0.00395
3.458,-0.00397
3.459,-0.00398
3.46,-0.00399
3.461,-0.004
3.462,-0.00401
3.463,-0.00402
3.464,-0.00402
3.465,-0.00403
3.466,-0.00404
3.467,-0.00405
3.468,-0.00405
3.469,-0.00406
3.47,-0.00407
3.471,-0.00407
3.472,-0.00408
3.473,-0.00408
3.474,-0.00408
3.475,-0.00409
3.476,-0.00409
3.477,-0.00409
3.478,-0.00409
3.479,-0.00409
3.48,-0.00409
3.481,-0.00409
3.482,-0.00409
3.483,-0.00409
3.484,-0.00409
3.485,-0.00409
3.486,-0.00408
3.487,-0.00408
3.488,-0.00408
3.489,-0.00407
3.49,-0.00407
3.491,-0.00406
3.492,-0.00405
3.493,-0.00405
3.494,-0.00404
3.495,-0.00403
3.496,-0.00402
3.497,-0.00401
3.498,-0.004
3.499,-0.00399
3.5,-0.00398
3.501,-0.00397
3.502,-0.00396
3.503,-0.00395
3.504,-0.00393
3.505,-0.00392
3.506,-0.00391
3.507,-0.00389
3.508,-0.00388
3.509,-0.00386
3.51,-0.00384
3.511,-0.00383
3.512,-0.00381
3.513,-0.00379
3.514,-0.00377
3.515,-0.00376
3.516,-0.00374
3.517,-0.00372
3.518,-0.0037
3.519,-0.00368
3.52,-0.00365
